stuId	tag	university	major	majorCategory
n2EKS7BT4t		法政大学	社会学部メディア社会学科	文系
8gvvIEovah		Wartburg College	Graphic Design	文系
BZsZplSDT6		日本体育大学	体育学部体育学科	その他
2XC2RSHI2l	人材・教育,コンサルティング,IT	早稲田大学	教育学部教育学科	文系
08zXTvsczG		東洋大学	経済学部経済学科	文系
fEGiyN8FWH	IT,広告,出版・印刷,マスコミ	大東文化大学	国際関係学部国際文化学科	文系
FvsJI4kPsD	IT	明治大学	文学部文学科	文系
cU1q1UX066		立教大学	経営学部経営学科	文系
wKDSRN7lCr	サービス,人材・教育,コンサルティング,IT,証券,広告	学習院大学	法学部政治学科	文系
s3KwotrjEA		中央大学	経済学部公共環境経済学科	文系
gpdJRDSDES		東京経済大学	経営学部経営学科	文系
KO6snDOx0D	人材・教育,IT,銀行・信金	早稲田大学	スポーツ科学部スポーツ科学科	文系
s2a91fEAWU		大阪大学	電気学科	理系
ssRgxLsdC9		大阪大学	電気学科	理系
GAvZb1clov		東京大学	文学部東洋史学科	文系
KL1fWjNSkK		同志社大学	商学部商学科	文系
BHGBE9eWQ0		名古屋外国語大学	現代国際学部国際教養学科	文系
sWOj7s6Wbp		同志社大学	理工学部数理システム学科	理系
pSAlEvYldo	IT,コンサルティング,銀行・信金,鉄道・航空,運輸・物流,旅行,商社,マスコミ,広告	慶應義塾大学	経済学部経済学科	文系
gKoUaghPCs		成城大学	文芸学部ヨーロッパ文化学科	文系
hEqIX99ruX		立教大学	社会学部	文系
b52hQttFmy		拓殖大学	商学部国際ビジネス学科	文系
n9SBQm3vdO		同志社大学	法学部法律学科	文系
4CLLW01oQz	IT,人材・教育,広告,食品・飲料,サービス,ソフトウェア,住宅・建設	立命館大学	経営学部国際経営学科	文系
apFYQH5Mek		宇都宮大学	国際学部国際社会学科	文系
mjc9P7nNA7		青山学院大学	経済学部経済学科	文系
DuZWDYwuZ2		関西学院大学	理工学部 人間システム	理系
GAZZvvCB85	IT,人材・教育,コンサルティング,広告	京都産業大学	法学部	文系
Q2WGXkEWHc		大阪大学	法学部、法学科	文系
KstINaKtBM		大正大学	表現学部 Webクリエイティブゼミ	文系
A5b6WbKHDp	商社,人材・教育,サービス,繊維	流通科学大学	人間社会学部人間健康学科	文系
tSLufCAj7C		近畿大学	経営学部経営学科	文系
BX6aqa7PYp		神奈川大学	経営学部国際経営学科	文系
fQhAWImBiR	IT,コンサルティング,人材・教育,不動産,サービス,広告,ソフトウェア,インフラ	千葉大学	国際教養学部国際教養学科	その他
tWB4BBWEBm		京都大学大学院	法学研究科法政理論専攻	文系
GKRAg1jnox		同志社大学	グローバルコミュニケーション学部	文系
GCNmOnL7S2		明治大学	政治経済学部地域行政学科	文系
0XGZBwpwhN	旅行,広告,コンサルティング,商社	城西大学	経営学部マネジメント総合学科	文系
aSMET8q0tt		京都大学	工学部電気電子工学科	理系
umqVFCsmKx		近畿大学	経営学部 経営学科	文系
ZISaMJrl9V		昭和女子大学	生活科学部環境デザイン学科	文系
e0fPUtAPza		神戸大学	経済学部経済学科	文系
rduEvMQmr1		慶應義塾大学	法学部政治学科	文系
iNRvYwS32v		鮮文大学	グローバル経営学部	文系
zCIPEF6leH		東京大学	デザイン	文系
2dvNHIoYQt		立正大学	経営学部 経営学科	文系
iHQzajc3Tz		滋賀大学	経済学部情報管理学科	文系
Ja7Ej7fYDt	食品・飲料,不動産,電機・自動車,サービス,商社,人材・教育,コンサルティング,広告,IT	同志社大学	商学部商学科	文系
s1RFuBZlRU		長岡造形大学	造形学部 美術・工芸学科	その他
erxzLO0SOH		慶應義塾大学	経済学部経済学科	文系
fdyT3zdDV6		富山大学	経済学部経済学科	文系
LDfaOaj6Hu	コンサルティング,化粧品・医薬,化学・石油,食品・飲料,IT	慶應義塾大学	理工学部化学科	理系
BWBxBSXfBS		中央大学	文学部人文社会学科	文系
D6SUIw8MFL		東京女子大学	現代教養学部人間科学科	文系
hRAabWZ6bC		明治大学	商学部	文系
hNRjLU7TE8	食品・飲料,ホテル・レジャー,人材・教育	東京家政大学	家政学部栄養学科	理系
DRrW3sHR7n		東京農業大学	国際食料情報学部 国際農業開発学科	理系
iIOhhgmIdB		首都大学東京	都市教養学部経営学系	文系
xPieDlZJAz		東京電機大学 大学院	工学研究科 機械工学専攻	理系
AUea84xuRx		kdjdjd	えjdjd	文系
Xh1wEhmqUE		明治大学	商学部商学科	文系
mZxwP5H7cp		明治大学	総合数理学部先端メディアサイエンス学科	理系
uXq068W3Ky		日本文理大学	経営経済学部 経営経済学科	文系
d5lyta1GGC		実践女子大学	生活科学部現代生活学科	文系
uMTYIITSZN		福岡女子大学	国際文理学部 国際教養学科	文系
H9vpskICe7		信州大学	人文学部	文系
RbWBRUVI0b		関西大学	経営	文系
xBgtqSlYXf		立教	現代心理映像身体	文系
kZL6w15lZ6		共立女子大学	家政学部	文系
nV2ZAEq2KE		慶應義塾大学	文学部人間社会学科	文系
us7RoIBe08		青学	経営	文系
ATF9CWfVvA		立教大学	観光	文系
LxZfCcKFVq		慶應義塾大学	法学部法律学科	文系
FZNmzeVxHP	繊維,アパレル,化粧品・医薬,IT,住宅・建設	法政大学	経済学部経済学科	文系
STl0ZTy9Wb	コンサルティング,人材・教育,商社	近畿大学	国際学部 グローバル専攻	文系
lpZLWLh3N1		立教大学	経済学部経済政策学科	文系
L9hEHCungy		東京家政大学	家政学部栄養学科	理系
54EWwJhxfp		立命館大学	経営学部経営学科	文系
fW3EsrHJRs		明治学院大学	法学部政治学科	文系
cc0n0gLzzt		上智大学	文学部新聞学科	文系
gE8w6vNkBS	旅行	日本体育大学	体育学部体育学科	文系
bHnkG07cEK		神戸女学院大学	文学部英文学科	文系
9y6d01MgJJ		神戸女学院	文学部	文系
UIGIEkQcVx		神戸女学院大学	文学部総合文化学科	文系
gjZtz862gJ		龍谷大学	理工学部数理情報学科	理系
CsqMB8OcGD		神戸女子大学	家政学部	文系
iE0wjeSEoA	人材・教育,コンサルティング,IT	獨協大学	経済学部経営学科	文系
f9r4E9bnHc		早稲田大学	教育学部複合文化学科	文系
G8JNL0y5jz	コンサルティング,IT,人材・教育,商社,広告,サービス	立命館アジア太平洋大学	国際経営学部	文系
kSMjTeCGdf		東京国際大学	言語コミュニケーション学部 学科	文系
t00ztxr8FS	人材・教育,広告,コンサルティング	新潟大学	人文学部人文学科	文系
waDLoALtN1		東京女子大学	現代教養学部国際社会学科	文系
G70Bh52hAS	食品・飲料,化学・石油,不動産,商社,証券,繊維,銀行・信金	上智大学	法学部地球環境法学科	文系
o11FVRI1v6		筑波大学	理工学群数学類	理系
OMywbGQWON		上智大学	総合グローバル学部総合グローバル学科	文系
UVECgDKbvA		立教大学	社会学部社会学科	文系
p2HmVpFcZG	人材・教育,商社,IT,食品・飲料,化粧品・医薬	立教大学	法学部国際ビジネス法学科	文系
biBy0fxUW0		日本大学	経済学部産業経営学科	文系
wgl4spLx0e		関西大学	社会学部社会学科	文系
5KGTFH2gwg		昭和女子大学	人間文化学部日本語日本文学科	文系
eNnIFbODgE		関西学院大学	経済学部	文系
N8eqFzux68		関西学院大学	総合政策学部	文系
cSWw7veO2r		福岡大学	人文学部ドイツ語学科	文系
EK8bNr1krH		大阪ビジネスカレッジ専門学校	ペットビジネス学科	文系
1sDtZft9cY		武庫川女子大学	健康スポーツ	その他
HHjAFohzQ9		立命館大学	スポーツ健康科学部	文系
mPKX4YBbCI		琉球大学	法文学部 国際言語文化学科	文系
5QXIFbd32i		琉球大学	工学部電気電子工学科	理系
mMh70BVrEG		関大	政策創造学部	文系
9sGALlGiBB		関西学院大学	社会学部	文系
J5s02EqK20		武庫川女子大	生活環境	文系
vPtcHiNWON		大阪大学	基礎工学部システム科学科	理系
EDa9DMBTbd		大阪教育大	教育学部	文系
JTZExwuXfS		甲南女子大学	文学部メディア表現学科	文系
lmYHePBaw1		あ	あ	文系
kCebknm6pB	サービス,人材・教育,コンサルティング,食品・飲料,繊維,アパレル,化粧品・医薬,住宅・建設,化学・石油,電機・自動車,不動産,旅行,ホテル・レジャー,流通・小売,商社,広告,マスコミ,出版・印刷,IT,ゲーム,ソフトウェア,銀行・信金,クレジットカード,証券,運輸・物流,鉄道・航空,インフラ,農林・水産,官公庁,保険	明治学院大学	心理学部心理学科	文系
W1yWBnDqE7		中央大学	文学部人文社会学科中国言語文化専攻	文系
8BQfyuNApb		国際新堀芸術学院	音楽芸術学科	その他
mEssFHz3iL		筑波大学	体育専門学群	文系
ntz6gIzPGp		慶應義塾大学	環境情報学部	その他
DUrnVecfK6		相模女子大学	学芸学部生活デザイン学科	文系
2VNxSXQjDO		法政大学	社会学部社会学科	文系
AcLgHCtHpQ		名古屋経済大学	経営学部経営学科	文系
PL3X8BkTCc		日本大学	危機管理学部危機管理学科	文系
TTfLxe2jwD		拓殖大学	政経学部経済学科	文系
7IUBgmOeiQ		成蹊大学	経済学部経済経営学科	文系
tVHgntVmTo	クレジットカード,保険,商社,化学・石油,化粧品・医薬,電機・自動車,繊維	國學院大學	経済学部経済学科	文系
ugkNtyRs8i		千葉大学	工学部情報画像学科	理系
wK8lhu4BMD	食品・飲料,化粧品・医薬,電機・自動車,人材・教育,コンサルティング,広告,マスコミ,鉄道・航空	上智大学	外国語学部ポルトガル語学科	文系
yNpigdErNK		日本大学	商学部商業学科	文系
ULjoauZIFC		大阪経済大学	経営学部ビジネス法学科	文系
CAwlFZWh98	不動産	神奈川大学	法学部法律学科	文系
NgqosUnac7		近畿大学	経営学部 経営学科	文系
VZB7Vh9Gql		昭和女子大学	人間社会学部心理学科	文系
jVGwwPFwoN		東北大学	経済学部経営学科	文系
R4iY3xsuP5		上智大学	法学部地球環境法学科	文系
2s0Osc0DGe		立命館大学	経営学部経営学科	文系
qtGUfKI5ld		サイバー大学	IT総合学部IT総合学科	理系
tKLeyaf5QN		福島大学	経済経営学類	文系
cnejIbHFV3		拓殖大学	外国語学部 英米語学科	文系
OHAYh2Rlvj	出版・印刷,人材・教育,食品・飲料	学習院女子大学	国際文化交流学部 日本文化学科	文系
hMGT3giGdd		白百合女子大学	人間総合学部発達心理学科	文系
AJubDIneG7		法政大学	グローバル教養グローバル教養学科	文系
zN1CCyBKaI	商社,サービス	神奈川大学	経済学部経済学科	文系
dPW2lncs1e		a	a	文系
gKJBRADpbr		四国大学	経営情報学部経営情報学科	文系
HRhVDfbFZb	コンサルティング,IT,広告,人材・教育,旅行,インフラ,鉄道・航空,運輸・物流	明治学院大学	国際学部国際キャリア学科	文系
qdNU02R0GG		千葉県立行徳高等学校	普通科	その他
GwEvWEuWSn		桃山学院大学	経営学部経営学科	文系
TclGFPbkoJ		法政大学	経営学部 経営学科	文系
pDH26HHWze	IT,広告,コンサルティング	同志社大学	商学部商学科	文系
nGrGzZr3rG		東京農業大学大学院	農学研究科農芸化学専攻	理系
iCghuie1uF		関西外語大	英米学部 外国語学科	文系
6B5Ci8tjbQ		山梨学院大学	現代ビジネス学部現代ビジネス学科	文系
UUmUUD65oa	IT,マスコミ,商社,コンサルティング,銀行・信金	上智大学	総合グローバル学部総合グローバル学科	文系
07eBFPwIlE		駒澤大学	経済学部 現代応用経済学科	文系
1W7RBq4aHN		東京大学	法学部第1類	文系
tDdI1V8LUc		東京外国語大学	言語文化学部言語文化学科	文系
YelFhcyaab		京都女子大学	現代社会学部 現代社会学科 国際社会専攻	文系
g4rpWqoHmu	商社,コンサルティング,人材・教育,証券	早稲田大学	商学部	文系
rjZmtuKehJ		中央大学	法学部国際企業関係法学科	文系
CDmbjzg62R		芝浦工業大学	工学部応用化学科	理系
HVnMvVCCCD		法政大学	法学部法律学科	文系
pUgww5Jd4n		早稲田大学	文化構想学部表象・メディア論系	文系
Uh1d7c97bO	商社,サービス,不動産,住宅・建設	跡見学園女子大学	マネジメント学部生活環境マネジメント	文系
DnIePfOGus		神奈川大学	経営学部国際経営学科	文系
uM3gDHP53e		東洋大学	ライフデザイン学部	文系
5myCnukOBA		慶應義塾大学	法学部法律学科	文系
JlMOiFZcxS		駒澤大学	現代応用経済	文系
Bt9EYZhEvr	人材・教育,サービス,商社,不動産,IT	近畿大学	経営学部経営学科	文系
NoKjajerFH	IT,証券,クレジットカード	上智大学	経済学部経済学科	理系
I96PGEub9V		立教大学	コミュニティ福祉学部福祉学科	文系
sRg9QGUgmi		文教大学	人間科学部臨床心理学科	理系
Lu2hA9VRpn	不動産	上智大学	総合人間科学部	文系
N6LuoX0EGF		明治大学	理工学部建築学科	理系
Fkz3Gn8lum		東京理科大学	理学部数学科	理系
NDcOQ574sS		國學院大学	経済学部経営学科	文系
utTSA4o86m		慶應義塾大学	理工学部システムデザイン工学科	理系
wV8ESHToDv		法政大学	経済学部経済学科	文系
MT9wvbcAS1		駒澤大学	グローバルメディアスタディーズ学部	文系
h4DSavvsTG		東洋大学	国際地域学部国際地域学科	文系
EBuk7bDuF2		東京大学	法学部第一類	文系
t3zBqXiJwc		横浜市立大学	国際総合科学部国際総合科学科	文系
uuOyQIXVrl		東京女子大学	現代教養学部人間科学科	文系
eM3Z0p2hNl		法政大学	経営学部	文系
lhn5YUe1Fe		慶應義塾大学	環境情報学部	その他
dvVTClb22A		明治大学	文学部文学科日本文学専攻	文系
5lf2UZs2sx		東京大学	文科2類	文系
yvJpVGssOp		東京理科	工学部建築学科	理系
9IV9ZlMHrk		亜細亜大学	経営学部	文系
TGBFrZRJ7A		明治大学	経営学部	文系
xjGMw7zwSy		青山学院大学	経営学部経営学科	文系
cQnDidLYbU		早稲田	人科	その他
E3j9aGRlkr		お茶の水女子大学大学院	人間文化創生科学研究科	文系
llWodiH6ZP		亜細亜大学	国際関係学部国際関係学科	文系
AQQZl1FMn8		亜細亜大学	国際関係学部国際関係学科	文系
0s8D8zCtuG		早稲田大学	スポーツ科学	文系
W5TKIspqFn		青山学院大学	国際政治経済学部国際経済学科	文系
KIZnt6Iacp		和光大学	現代人間学部現代社会学科	文系
cDMcAJDdel		明治大学	文学部	文系
p4in0Lwogn		立教大学	観光学部交流文化学科	文系
xu7jixUq3r		早稲田大学	商学部	文系
vIp5cAxRxH		早稲田大学	商学部	文系
ku8sBEg5pl	旅行,出版・印刷,IT	麗澤大学	外国語学部	文系
doAMUimtIY		立正大学	経営学部経営学科	文系
cen7bLgv9e		麻布大学	経済学部	文系
dqOPCXpGoD		早稲田大学	教育学部	文系
PxVeek8nxW		青山学院大学	経営学部けいえいがっか	文系
cTB4PUTcXL		東京学芸大学	教育学部	文系
wVttmOzF4s		津田塾大学	学芸学部国際関係学科	文系
VhmwXqFk11		法政大学	経営学部市場経営学科	文系
JWoCMroa7D		早稲田大学	先進理工学部応用化学科	理系
XkAe1xspka		立教大学	観光学部交流文化学科	文系
dDycRt26tV		神奈川大学	外国語学部国際文化交流学科	文系
N4CL5FDgRB		武蔵野大学	グローバルコミュニケーション学科	文系
tz9cIbIZhS		明治大学	商学部しょう	文系
zta5hTeBGQ		東京工科大学	応用化学部	理系
kGA7nQhKYp		京都外国語大学	外国語学科	文系
bvvTgbz4CC		龍谷	法学	文系
ZySZT6RnB7		京都造形芸術大学	環境デザイン学科	文系
ungfTY3zAK		奈良学園	看護学科	理系
vpTxbhFuYY		立命館大学	生命科学部生命医科学科	理系
Y2tfcyWoXz		同志社	文学部	文系
dbCkaTnOlO		青山学院大学	経済学部	文系
QbXzV43jjK		関西大学	経済学部経済学科	文系
ydOHz5k12Z		大阪大学	基礎工学部化学応用科学科	理系
XQnMsvgFu6		京都教育大学	教育学部教育学専攻	文系
XdfWywc4vY		京都産業大学	経営学部	文系
CSEN7V3Rnv		上智大学	外国語学部ロシア語学科	文系
5z5DklOy4K		学習院大学	英語英米文化学科	文系
A1BPwDxnSp		同志社大学	政策学部制作学科	文系
4EohcY4Ryu		甲南大学	経営学部	文系
g4h56DEFEs		法政	経営学部 経営学科	文系
sYn4fxn4sz		上智大学	総合グローバル学部総合グローバル学科	文系
YUspByBl5z		上智大学	外国語学部英語学科	文系
XYcIf9Ug6F		早稲田大学	国際教養学部	文系
smQugqAlRJ		帝京大学	経済学部経営学科	文系
EKwoXVBEaL	商社,人材・教育,コンサルティング,広告,マスコミ,出版・印刷	津田塾大学	学芸学部英文学科	文系
YRlO1vqy9A		立命館大学大学院	テクノロジーマネジメント研究科	文系
bPvUEJLG35		関西外国語大学	外国語学部スペイン語学科	文系
XMCzPayrh0		ニート	ニート	理系
k5Mi7wCgqN		y	y	文系
KmoFKz09a7	不動産,広告,商社,旅行	兵庫県立大学	経営学部組織経営学科	文系
GAyHBSzfAg	アパレル,出版・印刷,人材・教育,商社	明治大学	国際日本学部国際日本学科	文系
YMn0eOgFfK		明治大学	情報コミュニケーション	文系
f1e9MH81eG		大阪大学	外国語学部	文系
UOksGFgN0M		神戸大学	農学部	理系
Obz47nrSmW		大阪産業大学	経済学部経済学科	文系
CGbfcxcXDK		甲南女子大学	文学部メディア表現学科	文系
JHmZtEMsy9		さんのう	経営	文系
s6G0zkAX3r		神戸女子大学	社会福祉学科	文系
kAg3gyeorY		玉川大学	経営学部国際経営学科	文系
0HFkGCzz1e	広告,商社,サービス	早稲田大学	人間科学部人間環境学科	文系
SSwUH9hmdM	IT,人材・教育,運輸・物流,インフラ,コンサルティング,商社,アパレル	法政大学	経済学部経済学科	文系
kgFJHm62RG		中央大学	文学部人文社会学科	文系
m5nWTX1U9U		帝京大学	経済学部経営学科	文系
xiMEa8H94q		龍谷大学	経営学部経営学科	文系
pOJ2qqKZNF		東北大学	経済学部経営学科	文系
3LHwPPWQ08		茨城大学	工学部情報工学科	理系
AyKGTHAWDv		法政大学	経営学部経営学科	文系
KGiasdQ4WM		横浜市立大学大学院	国際マネジメント学科	文系
LFyHNLPsr6		立教大学	経営学部経営学科	文系
gRU9olhCsb		日本大学	経済	文系
mzFTuH7EeA		一橋大	経済学部	文系
OHUlPZx2Fs	コンサルティング	東京大学	法学部	文系
VcTCeV4qFR		学習院大学	理学部生命科学科	理系
HNc93kA55p		清泉女子大学	文学部	文系
gYhg0OgSK5		東洋英和女学院大学	人間科学部人間科学科	文系
EblDrVzWA2		東洋大学	社会学部	文系
T5ZirEEG1r		明治大学	法学部法律学科	文系
9hcsV2a2ou		実践女子大学	生活科学部食生活科学科	理系
cVpkenuvp0		大妻女子大学	社会情報学部	文系
w7kfrwgtoK		早稲田大学	法学部	文系
4LDnWNfGge	IT,コンサルティング,広告,人材・教育,ソフトウェア,鉄道・航空,運輸・物流,出版・印刷,流通・小売,サービス,食品・飲料	早稲田大学	政治経済学部経済学科	文系
5nwRnWQak0		神奈川大学	経済学部現代ビジネス学科	文系
coHogW2vIa		共立女子大学	国際学部国際学科	文系
TejQjmGZvw		明治大学	政治経済学部経済学科	文系
8w9BNmAo8R		お茶の水女子大学	文教育学部言語文化学科	文系
G306gbKTCh	IT,商社,人材・教育,広告,マスコミ,出版・印刷,コンサルティング	上智大学	総合グローバル学部総合グローバル学科	文系
qdeKuqfRzH	広告,人材・教育,サービス	成城大学	法学部法律学科	文系
beTQqEMRvB		慶應義塾大学	薬学部薬学科	理系
n4L21ZlwZh		フェリス女学院大学	音楽学部音楽芸術学科	文系
39YqFvDiEL	食品・飲料,人材・教育,出版・印刷	フェリス女学院大学	音楽学部音楽芸術学科	文系
QZSV9IbnQz		明治大学	経営学部経営学科	文系
3oGvA7pjnB		京都産業大学	文化学部京都文化学科	文系
ZAe4OnmbVt		上智大学	理工学部情報理工学科	理系
7WK65lTvfR	IT,広告,コンサルティング	東京学芸大学	教育学部中等教育教員養成課程書道専攻	文系
WsqsClbflI	人材・教育,サービス,コンサルティング	徳島大学	医学部医科栄養学科	理系
RumEolzwXA		大正大学	心理社会学部人間科学科	文系
FMYfAkfGY5	人材・教育,コンサルティング,銀行・信金	青山学院大学	法学部法学科	文系
CGYRe73bAn		関西学院大学	商学部	文系
6gK9oc3z4B		近畿大学	国際学部国際学科グローバル専攻	文系
U5VrcyL8Is		武庫川女子大学	情報メディア学科	理系
seqkR9aVjb		山口大学	経済学部経済学科	文系
KDv43GPg2t		早稲田大学	文化構想学部文化構想学科	文系
CHMsjngrHu	コンサルティング,IT	早稲田大学	法学部学科なし	文系
xC3QLFYw97		日本体育大学	体育学部体育学科	その他
ROnifZwciK	化粧品・医薬,マスコミ,広告,出版・印刷,鉄道・航空,運輸・物流,農林・水産,電機・自動車,不動産,旅行,ホテル・レジャー,人材・教育,ソフトウェア	玉川大学	農学部生物資源学科	理系
kT0mIXm2yC		立命館大学	文学部	文系
G6YEehDVru		学習院大学	法学部政治学科	文系
RBBdUbYEXt		明治大学	商学部商学科	文系
rtkH86LxoA		文教大学	経営学部経営学科	文系
dtXX98MmDM		法政大学	法学部国際政治学科	文系
pF3UqsIZyy		跡見学園女子大学	マネジメント学部	文系
HDBHTbYVXO		立教大学	法学部法学科	文系
kOiPNQ2KVh		法政大学	キャリアデザイン学部キャリアデザイン学科	文系
udg01uNhWt		法政大学	法学部国際政治学科	文系
5BX4EaZyYB		法政大学	法学部 国際政治学科	文系
yRtZwjiDBA		東京外国語大学	言語文化学部言語文化学科	文系
5bilwNX5PP		東京農業大学	応用生物科学部栄養科学科	理系
MB2hwwK5SG		BASE株式会社	プロダクトマネジメント部門	その他
q5oA5jgBqS		日本大学	理工学部建築学科	理系
WvxJ8wAmAs	コンサルティング,人材・教育,インフラ	関東学園大学	経済学部経営学科	文系
aMPCWQqUbi		大阪経済大学	経営学部第二部経営学科	文系
T0G1EAuPOZ		横浜国立大学	経営学部会計情報学科	文系
4X4iqjALAB	サービス,人材・教育	横浜国立大学	教育学部教育学科	文系
c68gIKF9u9		愛知工業大学	工学部応用化学科	理系
qI5vWJpEpc		成蹊大学	理工学部物質生命理工学科	理系
jVA0bOe9CF	IT,化粧品・医薬,人材・教育	大東文化大学	スポーツ・健康学部 健康化学科	理系
GRoe1eT2yS	アパレル,繊維,マスコミ	日本大学	文理学部化学科	理系
GVmCKeIaTj		あああ大学	阿呆学部	理系
r91k3rkYYU		法政大学	文学部哲学科	文系
45E3TOJkbG		東京女子大学	現代教養学部	文系
azaY2nLSV6		青山学院大学	英米文学部	文系
bnAffBtESr		日本大学	商学部	文系
fb9Pgc1wZF		東洋大学	総合情報学部総合情報学科	文系
N3rxn6qaEX		慶應義塾大学	法学部政治学科	文系
tDIASYXqeF		文化服装学院	グローバルビジネスデザイン科	文系
N2rbvEzFXC		京都光華女子大学	健康科学部健康栄養学科	理系
4WT6jWkw1x		明治大学	理工学部建築学科	理系
8Ajjz8aCBw		日本女子大学	家政学部被服学科	理系
vL80ELX3p9		韓国外国語大学	国際学部	文系
42LqsqCqou	広告,コンサルティング,農林・水産,IT	早稲田大学	商学部	文系
sQxojjwcou		明治大学	総合数理学部	理系
N31YLtdtvy	不動産,旅行,ホテル・レジャー,サービス,流通・小売,人材・教育,商社,コンサルティング,広告,マスコミ,出版・印刷,IT,ソフトウェア,ゲーム,銀行・信金,クレジットカード,インフラ,保険,官公庁,証券,鉄道・航空	関西学院大学	法学部政治学科	文系
0TuaQX2ge0		中央大学	商学部経営学科	文系
wAXJkJrW9i		順天堂大学	スポーツ健康科学部	文系
mfIjn1gAYR		大妻女子大学	社会情報学部社会情報学科	その他
54YS4lXsdh		東京農工大学	農学部地域生態システム学科	理系
50kDMcO1Vb		久留米大学	法学部	文系
jCKg5kJQsD		東京学芸大学	教育学部生涯スポーツ学科	その他
BI9GcFMmdz		中央大学	法学部政治学科	文系
lmU0BQmeHn		青山学院大学	経済学部現代経済デザイン学科	文系
qr1rEXaCg5		東洋大学	情報連携学部 情報連携学科	理系
bW2IAuiCkP	アパレル,流通・小売,IT,証券	近畿大学	経営学部経営学科	文系
J04eDrKX6R		慶應義塾大学	法学部政治学科	文系
UCmhr4VeMI		駒澤大学	経営学部市場戦略学科	文系
WqEMVoy9Qa		上智大学	総合グローバル学部総合グローバル学科	文系
fHbxPM55M3		山口大学	理学部数理科学科	理系
SlcnvBtL7y		早稲田大学	国際教養学部	文系
G4xzuYCbWo	IT,コンサルティング,運輸・物流	東洋大学	情報連携学部	理系
btpeBHA9AA		産業能率大学	経営学部マーケティング学科	文系
GE7GJtRBik		京都大学	工学部建築学科	理系
bNLsrY93QY	コンサルティング,人材・教育	慶應義塾大学	経済学部経済学科	文系
IHAXLHeatD		東京理科大学	経営学部経営学科	文系
V1UjvOLB7N		法政大学	キャリアデザイン学部	文系
CVoOAYXrUf		芝浦工業大学	建築学部建築学科	理系
O38anz2dy7	サービス	首都大学東京	システムデザイン学部	理系
dgnQZp9JhI		國學院大学	法学部法律学科	文系
oJ0XAV3ZGe		筑波大学	情報学群情報メディア創成学類	理系
EA7mCztnkm		東海大学	文学部広報メディア学科	文系
BKOl5gQadG		近畿大学	理工理学科	理系
4VjgnFxynW		近畿大学	経営学部	文系
wMB4vFH6FZ		近畿大学	理工学部理学科	理系
LeJGPvtyf3		立教大学	現代心理学部	その他
dD5GJ6x6Qv		立教	社会学部	文系
MvsUbrkb5Q		帝京大学	経営学科	文系
iHiCz23LTm		同志社大学	グローバル・コミュニケーション学部	文系
ORVQuI7lhO		東京外国語大学	言語文化学部	文系
tohS9B6oL1		東京薬科大学	生命科学部分子生命科学科	理系
gNTGQrXzv3		東京外国語大学	言語文化学部総合文化	文系
0KxsJX8hKe	化粧品・医薬,IT	青山学院大学	法学部法学科	文系
E5Dpg6a4bp		獨協大学	経済学部経営学科	文系
rNEGZD3cIC		立教	文学部フランス文学科	文系
2K5jgJAQLw		東京外国語大学	言語文化学部中国語学科	文系
xsAbke9v9E		東洋大学	法学部企業法学科	文系
79qXcim63S		文教	人間科学部	文系
ftmCgx6rDe		立教	社会学部メディア社会学科	文系
7lokXYOUvI		東京大	kしjzjzn	理系
29Sh4k8vur		東京電気大学	理工学部	理系
YshFX0A7Kp		関西学院大学	文学部文化歴史学科	文系
EFnvzwtCLw		東京家政大	家政学部服飾美術学科	文系
65I7J9s8Pv		立教大学	文学部キリスト教学科	文系
zOBYw4bYD0		関西学院大学	国際学部	文系
i0sHdeiPf3		国士舘大学	経営学部経営学科	文系
9fTwIYyHZl		明治大学	文学部文学科	文系
pycWUlTytD		武蔵	経済	文系
qRJX42XpJO		東京女子大学	現代教養学部 人文学科	文系
ycoOgzDAGF		日本大学	商学部	文系
zmswGvfZEa		立教	社会学部社会学科	理系
kyDLTAam7o		横浜国立大学	経済学部	文系
qaipAUs9Ai		法政大学	経営学部市場経営学科	文系
dXVl08A8vW		國學院	文学部外国語学科	文系
VUE0Wzcd8E	食品・飲料,IT,人材・教育,ソフトウェア,証券,クレジットカード,繊維,商社	同志社大	政策学部政策学科	文系
EDHLn1HdUG		熊本大学	文学部コミュニケーション情報学科	文系
9PbOx9lmRh		神戸大学	医学部保健学科	理系
BIu2Nt6NEI		関西学院大学	社会学部	文系
dUsQoCx05R		関西学院大学	経済学部	文系
tHZ6OEm2uk		関西大学	社会学部社会学科	文系
4vML3zlcai		国士舘大学	法学部法律学科	文系
yfpaOs9gXt		早稲田大学	国際教養学部国際教養学科	文系
Jurn6p8MnK		早稲田大学	スポーツ科学部	文系
LnSAzZ3oNl		東京都市大学	人間科学部児童学科	文系
D1FR8TteYj		駒澤大学	地理学科地域文化	文系
AVkKRJuDS8		青山学院大学	国際政治経済学部国際政治学科	文系
cbRaRfV1ZC		東洋大学	法学部企業法学科	文系
DkbqZJH3yX		上智	教育	文系
8CiGij3n8n		東邦大学	看護学部看護学科	理系
rVo17HXPCI		明治学院大学	社会学部社会福祉学科	文系
PTUyxdnQYh	人材・教育	武蔵野大学	教育学部児童教育学部	文系
p1BJ0qBT8r		筑波大学	生命環境学群生物学類	理系
C65i0zClzV		明星大学	情報学部情報学科	理系
