stuId	tag	university	major	majorCategory
GKbB3u2IrH		鳥取大学	農学部生命環境農学科	理系
K4TSXQ0m4L		早稲田大学	教育学部数学科	理系
XLDVCn4Hvn	人材・教育,ホテル・レジャー,化粧品・医薬,食品・飲料,アパレル,マスコミ,鉄道・航空	東京家政大学	人文学部英語コミュニケーション学科	文系
ImTCV7BDjL	食品・飲料	日本女子大学	家政学部	文系
mS3yTfXPCP		成蹊高校	なし	文系
orsiPoJ0Ea		神奈川県立横浜栄高校	普通科	その他
2zFjrFzNEz		清泉女学院高等学校	普通科	その他
xg4hmMqW6e		一橋大学	社会学科	その他
fCfIPBC1TI		一橋大学	社会学科	その他
3jnbUBw2Wg		一橋大学	社会学科	その他
xXZBOG2Mea	化学・石油	一橋大学	社会学科	その他
5s043rD7aA	ゲーム	城西大学	経営学部	文系
Jg9L7Co0nD		上智大学	法学部	文系
my8CEuWofk		学習院女子大学	国際文化交流学部日本文化学科	文系
Pt26CTmxHs		慶応義塾大学	法学部政治学科	文系
nuoW94xUPI		青山学院大学系属浦和ルーテル学院高等学校	普通科	理系
hzWAyoXhUD	化粧品・医薬	青山学院大学系属浦和ルーテル学院高等学校	普通科	理系
pckZCymgjm		千葉大学	医学部医学科	理系
HKILFOv8Gc	クレジットカード	帝京平成大学	現代ライフ	文系
iLpJJ0QqJY	化粧品・医薬,食品・飲料,IT,化学・石油,コンサルティング	創価大学	理工学部共生創造理工学科	理系
jHPTxErlMD	化粧品・医薬	日本女子大学	理学部物質生物科学科	理系
N1PBW5aGGi		横浜市立大学	国際総合科学部	文系
mCEDbmTq8P	コンサルティング	横浜市立大学	国際総合科学部	文系
Jqlog4Pvrb		鹿児島大学	工学部建築学科	理系
HXFebii1LN		慶應義塾大学	商学部	文系
rFIPrzw4kg		慶應義塾大学	商学部	文系
kFXGxh9RPF		慶應義塾大学	商学部	文系
PQPNOdA4hK		慶應義塾大学	商学部	文系
hzPT2aPFnz		慶應義塾大学	商学部	文系
Jqo3GyVvyi		慶應義塾大学	商学部	文系
Ejl1t5SwxH		慶應義塾大学	商学部	文系
65TpDEmWKz		慶應義塾大学	商学部	文系
DqVi1pAQFB		慶應義塾大学	商学部	文系
07KiUwLCcr		慶應義塾大学	商学部	文系
QMPQgTyQBG		慶應義塾大学	商学部	文系
PVViRVUKSs	銀行・信金	東京女子大学	現代教養学部国際社会学科	文系
4V6cpN8A83	コンサルティング,広告,人材・教育	首都大	都市教養	理系
1LUA2f6Byo		早稲田大学	文化構想学部	文系
sQkEUvX2R5	サービス,人材・教育,コンサルティング,IT,マスコミ	東京大学	教養学部	理系
G6lBg46TfY	住宅・建設	法政大学	デザイン工学部建築学科	理系
F60u7Atytf		玉川大学	経営学部経営学科	文系
QuoHewIWdy		京都大学	工学部地球工学科	理系
OCuZDSJSrl	IT	群馬大学	理工学部総合理工学科	理系
nkhrBu9oPc	人材・教育	実践女子大学	人間社会学部人間社会学科	文系
pbBCYTtxKl	商社	東京農工大学	工学部	理系
8zs9IEPiVQ	人材・教育	日本体育大学	体育学部体育学科	その他
4G8TRkPRi0		日本大学	法学部	文系
LFh2Ibwtbq		慶應義塾大学	理工学部システムデザイン工学科	理系
fRSR2zPz7F		大東文化大学	国際関係学部国際関係学科	文系
HWuGKUGOHT		愛知学院大学	総合政策学部総合政策学科	文系
sAylAfGiXr		愛知学院大学	総合政策学部総合政策学科	文系
dT2GfuEYdc	鉄道・航空	愛知学院大学	総合政策学部総合政策学科	文系
AeC2XheA0S	ホテル・レジャー	大東文化大学	国際関係学部国際関係学科	文系
TJueiJZZdL	住宅・建設,不動産,人材・教育	法政大学	キャリアデザイン 学部	文系
xDtvsQHJ9K		大東文化	国際関係学部国際関係学科	文系
Ww2UvuKyZM	食品・飲料	大東文化	国際関係学部国際関係学科	文系
PvCcOZBBDe		大東文化	国際関係学部国際関係学科	文系
jNiQeaDUT0		大東文化	国際関係学部国際関係学科	文系
Mui5XgH1xa		上智大学短期大学部	英語科	文系
HccZaTKaEm		神奈川大学	経済学部現代ビジネス学科	文系
UY24GGCrrz	インフラ	湘南学園中学校	なし	その他
galVQdImfK	サービス	青山学院大学	経営学部	文系
xExqza9fDg		獨協大学	外国語/英語	文系
WZQ0TgIEIc	食品・飲料,商社,広告,マスコミ,出版・印刷,鉄道・航空	宮崎公立大学	人文学部	文系
wSthNWwJ3X		郁文館グローバル高校	普通科	文系
aSdG9vdCKl		慶應義塾大学	法学部政治学科	文系
GZX1ofTuqU		狭山ヶ丘高校	普通科	文系
wAwEWiLGod		東京都市大学	環境学部	理系
Wa8Mym3Zs1		横浜翠陵高校	国際コース	文系
oWGbv7tz0d		長野大学	企業情報学部	文系
2E039Z9vCw	サービス	小川高校	普通科	文系
qjIdicfktb	広告,旅行,IT	岡山商科大学	経営学部商学科	文系
tgAxzjGHcP	ゲーム	東京電機大学	未来科学部ロボットメカトロニクス学科	理系
gkgoqSD5PU		慶應義塾大学	看護医療学部	文系
dmHvuOS4Pa		びわこ成蹊スポーツ大学	スポーツ学部 スポーツ学科	文系
yTg03CNwW3		和光大学	経済経営学部経営学科	文系
CfWVNdiWF6		富山大学	経済学部経済学科	文系
RVFe63vOrz		青山学院大学	経営学部経営学科	文系
UPAFE7osS8	出版・印刷,マスコミ,広告,商社	青山学院大学	経営学部経営学科	文系
AcyjfanX2T		富山大学	工学部電気電子システム工学科	理系
FMK2AkP6ou	食品・飲料,鉄道・航空,人材・教育	都留文科大	文学部国際教育学科	文系
oTWN0WyArd	鉄道・航空	都留文科大学	国際教育学科	文系
RT5M1mHrN6	食品・飲料	都留文科大学	教養学部地域社会学科	文系
KXEwcFWJwV	化粧品・医薬,IT,ソフトウェア	東京工業大学	生命理工学イン	理系
tZiM7gNOdM	IT	帝京大学	理工学部情報電子工学科	理系
879rNVhtUC	人材・教育,旅行	学習院大学	国際社会科学部	文系
ZUmCrvLnUU		成蹊大学	文学部国際文化学科	文系
cjpZF5GZ0N		早稲田大学	社会科学部	文系
l123AwI67o	食品・飲料,住宅・建設,不動産,旅行,ホテル・レジャー,サービス,人材・教育,商社,流通・小売,広告,IT,鉄道・航空	帝京大学	教育学部初等教育学科	文系
CDQED8HPEX		東京国際大学	言語コミュニケーション学科英語コミュニケーション学部	文系
Eou6dHbvuj		芝浦工業大学	工学部電子工学科	理系
NRcRfqiVek		芝浦工業大学	工学部電子工学科	理系
hGptUwguEm		芝浦工業大学	工学部電子工学科	理系
bG1afIHP6G		法政大学社会学部	社会学科	文系
tktAACGy48		大阪大学	外国語学部外国語学科スペイン語専攻	文系
f6qQMdY6GS		中央大学	文学部人文社会学科	文系
vuKH4xrHpr		明治学院大学	社会学部社会学科	文系
33gmVGzysY		東北大学	工学部	理系
Xd9WnVLs6c		京都産業大学	経営学部経営学科	文系
XAL3xwZoAN		関西外国語大学	外国語学部英米語学科	文系
cqZ9auYh0i		北陸大学	経済経営学部 マネジメント学科	文系
x7IzbRugrk		山形大学大学院	理工学研究科電気電子工学専攻	理系
CtamUA3tWM		東京国際大学	言語コミュニケーション学部言語コミュニケーション学科	文系
8Fgsek8j1B	食品・飲料,広告,化粧品・医薬	立教大学	経済学部会計ファイナンス学科	文系
XNri1gWG8Q		中央大学	法学部法律学科	文系
hOqxCLMdpv		宇都宮大学	国際学部国際社会学科	文系
nDZTGdfgxe		上智大学	神学部神学科	文系
kQCFchFCua	マスコミ	同志社女子大学	学芸学部音楽学科演奏専攻	文系
WOo6FITG8W		産業能率大学	経営学部 マーケティング学科	文系
bJhEHarrg2		日本大学	法学部政治経済学科	文系
UTlTw8HgRc		神奈川大学	工学部	理系
Lbdt6IB5xa		跡見学園女子大学	文学部臨床心理学科	文系
qKt2gSa7x5		慶應義塾大学	法学部政治学科	文系
iCS2DXL5vZ	コンサルティング,広告,IT	同志社大学	商学部商学科	文系
im8A5dcAEf		十文字学園女子大学	人間生活学部幼児教育学科	文系
G3Qv4TGZqH		十文字学園女子大学	人間生活学部幼児教育学科	文系
ktQz0azg4w		青山学院大学	教育人間科学部教育学科	文系
2EQ5R34D7B		明治大学	商学部商学科	文系
U8gvO3BSXJ		明治大学	商学部商学科	文系
aq0bB4fGzv		明治大学	商学部商学科	文系
oSDkBPHbaD		東洋大学	経営学部経営学科	文系
uiSrtU5Ovn		明治大学	経営学部経営学科	文系
jlqy32Opo4		大正大学	人間学部人間環境学科	文系
ErQgDjbL8k	人材・教育,コンサルティング	大阪青山大学	子ども教育学部	文系
DBoPdnll74	広告,ゲーム,IT,サービス,ホテル・レジャー	立教大学	社会学部 現代文化学科	文系
EMn6mcH3BR		宇都宮大学	農学部	理系
MAnzLIQa30	食品・飲料,化粧品・医薬,広告,サービス,商社,流通・小売	青山学院大学	総合文化政策学部	文系
rBF5jeiT1V	広告,コンサルティング,人材・教育,商社,不動産,サービス,IT,銀行・信金,クレジットカード,証券,保険	神戸大学	経営学部	文系
wpXq2UZGSG	繊維,出版・印刷,ゲーム,IT,ソフトウェア,食品・飲料,電機・自動車,化学・石油	天理大学	文学部国文学国語学科	文系
dAV2aCDzNo		名古屋学院大学	商学部経営情報学科	文系
T5dAP0r1Lp		学習院大学	経済学部経営学科	文系
1DPniqze5M	旅行,ホテル・レジャー,サービス,商社,人材・教育,コンサルティング	鹿児島国際大学	国際文化学部国際文化学科	文系
h2FQ7eXzjS		日本大学	危機管理学部危機管理学科	文系
FNSe0arLG2	広告,人材・教育,IT	筑波大学	大学院人間総合科学研究科体育学専攻	文系
hlv7kAgBBn	コンサルティング,人材・教育,マスコミ,広告,商社,不動産	近畿大学	法学部	文系
Hk1ZYpL9iL	商社,食品・飲料,住宅・建設,コンサルティング,流通・小売,銀行・信金,証券,保険,運輸・物流	同志社大学	経済学部	文系
NDpA1w3mAC		大阪経済法科大学	国際学部国際学科	文系
Yt7H7GguIB	コンサルティング,IT,広告	慶應義塾大学	経済学部	文系
Q1F87utwN5	IT,コンサルティング	國學院	法学部	文系
BPcs3IHfBu		慶應義塾大学	理工学部数理科学科	理系
2Fgf6PcCNB		大阪大学	法学部法学科	文系
6wz0W55meD		帝京科学大学	教育人間科学部幼児保育学科	文系
58K8Fal3uY		成蹊大学	経済学部経済経営学科	文系
UmayFvODOi		東京大学	理科I類	理系
6kD06cLMu3		実践女子大学	文学部英文学科	文系
3cwXDUM3xG		東京女子大学	現代教養学部国際英語学科	文系
8t40bdw0bT		多摩大学	経営情報学科	文系
ZLyGcvT6ni		日本大学	経済学部経済学科	文系
r35jRyeGnb		昭和女子大学	グローバルビジネス学部	文系
4K6FFJvvRH		大妻女子大学	文学部英語英文学科	文系
Jr2JDUeeZ0		清泉女子大学	文学部日本語日本文学科	文系
vCHhh4nNPt		慶應義塾大学	経済学部	文系
GjKkAILEsR		清泉女子大学	文学部英語英文学科	文系
NK7sg9HVWw		慶應義塾大学	法学部政治学科	文系
K1gCh4QmvE	コンサルティング,広告,出版・印刷	大阪大学	外国語学部	文系
YlpEUWDX7x		清泉女子大学	文学部日本語に本文学科	文系
5986KQEJXE		日本女子大学	文学部史学科	文系
KknTeCIy9u		東京女子大学	現代教養学部	文系
EesEOxdL4Q		共立女子大学	国際	文系
gYlG9j6xW5		早稲田大学	文学部社会学コース	文系
YrHmhm4Ry3	食品・飲料,旅行,サービス,人材・教育,コンサルティング,マスコミ	関西学院大学大学院	国際研究科	文系
ewPK49EkiL		慶應義塾大学	薬学部薬学科	理系
cow6dmqYsa		慶應義塾大学	文学部人文社会学科	文系
Oyf9egEhqg	コンサルティング,広告,マスコミ	立教大学	現代心理学部映像身体学科	文系
OmbhCUstE0	化粧品・医薬,ホテル・レジャー,サービス,旅行,農林・水産	立命館大学	法学部法学科	文系
g6eGrlVtNG		長崎大学大学院	工学部化学物質学科	理系
4xXErrQ1VV		法政大学	文学部日本文学科	文系
ap5lWHK2NO	サービス,ホテル・レジャー,旅行,鉄道・航空,化粧品・医薬,マスコミ,広告,コンサルティング,アパレル,人材・教育,商社	東京女子大学	現代教養学部人間科学科コミュニケーション専攻 キャリア･イングリッシュ課程	文系
RnaJaFggir	アパレル,不動産,旅行,流通・小売,商社,広告,マスコミ,出版・印刷,クレジットカード,化粧品・医薬,住宅・建設,コンサルティング	東京国際大学	言語コミュニケーション学部	文系
OQjyTFZ6GG		桜美林大学	リベラルアーツ学群	文系
7W8bbEpGtO	商社,IT	関西学院大学	経済学部	文系
Y9CrUQGQ52	人材・教育,コンサルティング	関西学院大学	経済学部	文系
ZToQ1zxA9G	食品・飲料,アパレル,住宅・建設,不動産,旅行,ホテル・レジャー,サービス,流通・小売,人材・教育,農林・水産,コンサルティング,広告,マスコミ,IT,化粧品・医薬	帝京大学	経済学部観光経営学科	文系
nqZod63rxm	不動産,コンサルティング,IT,人材・教育	立教大学	経済学部会計ファイナンス学科	文系
UhgGfG9gjy	コンサルティング,IT,不動産	中央大学	商学部金融学科	文系
HXAlMuiqrm	人材・教育,アパレル,サービス,流通・小売	順天堂大学	国際教養学部	文系
Yt6kSRznhg		現在	社会人	その他
VgGp79mXIk		東京大学	経済学部経済学科	文系
MHAVFS0bqB		文化学園大学	造形学部デザイン造形学科	文系
mZ3HLRhTIL	人材・教育,IT	神奈川大学	経済学部	文系
TEPPU8uApQ		北海道大学	法学部	文系
KEzV1uDQuK		聖心女子大学	文学部	文系
M6L0fS8CDB	コンサルティング,商社,IT,広告,サービス,旅行,ホテル・レジャー	聖ウルスラ学院英智高等学校	Type2	文系
euevl42oSK		成蹊大学	文学部国際文化学科	文系
YGTh5y4lAe		東京農業大学	応用生物科学部栄養科学科	理系
XkqWAIutAg		日本	文理学部	理系
vQ3dynEaqo		日本大学	文理学部	理系
CvgYA3DNhT		東京家政大学	児童学科	文系
kzCLH1znCM		京都外国語大学	外国語学部 英米語学科	文系
aMoVHYrAdG		大妻女子大学	比較文化学部	文系
Xq7EaQNIYm	コンサルティング,広告,人材・教育	武蔵大学	経済学部経済学科	文系
aFRcktWgFw		千葉大学	国際教養学部国際教養学科	その他
WIzLvEPDuF		大阪経済大学	情報社会学部情報社会学科	文系
j1RkNEkEId		行ってません	なし	理系
EFYjwJLpCS		東京工科大学	コンピュータサイエンス学部コンピュータサイエンス学科	理系
brKbTJAFeS		明治学院大学	法学部消費情報環境法学科	文系
cElqFzeEou		関西大学	商学部商学科	文系
5RwIdrUQIx	ホテル・レジャー	大学	学科	理系
TitOexB87k		神奈川大学	外国語学部 英語英文学科	文系
VeXhRqpRNO		作新学院大学	経営学部スポーツマネジメント学科	文系
HaxUXLxlCK		國學院大學	法学部法律学科	文系
BQ11jURnU1		國學院大學	経済学部経営学科	文系
Yb7ha7g7XG		南山大学	国際教養学部国際教養学科	文系
pyISskml94		国際武道大	体育学部体育学科	文系
Ozuf7JprNF		国際武道大	体育学部体育学科	文系
EaI4HNFu2e		国際武道大	体育学部体育学科	文系
HPy1ahj3b2		慶應義塾大学	経済学部	文系
Qm49j6bP6W		早稲田大学	教育学部英語英文学科	文系
quh8yTsdAG		東京大学	工学部	理系
LsA34S8Y5I		関東学院大学	法学部法学科	文系
upPobRwIZm		日本体育大学	体育学部社会体育学科	その他
Bh9Jsmq55e		文化服装学院	工科基礎科	その他
grVmgV12PU		関西学院大学	国際学部国際学科	文系
BmwHtYTlXh		立命館大学	経営学部 経営学科	文系
3TSXOboxLp		専修大学	経済学部経済学科	文系
tjbBCxghVA	広告,IT,コンサルティング,商社,人材・教育,不動産,マスコミ	明治大学	政治経済	文系
tnYTsgxHjZ		早稲田大学	人間科学部	文系
G0I4a1zEKQ		神田外語大学	外国語学部	文系
ZT4lQnSzN8		神田外語大学	外国語学部	文系
pvu6sgh76F		神田外語大学	外国語学部	文系
zBWw46XpvO		早稲田大学	人間科学部 人間情報科学科	理系
9K10gkoL05	コンサルティング,証券,銀行・信金	東京大学	教養学部文科二類	文系
hz9TV5X3IV		東京理科大学	経営学部ビジネスエコノミクス学科	理系
yTE9eAv3Dx		京都産業大学	文化学部国際文化学科	文系
dmlA4KUixU		上智大学	外国語学部ロシア語学科	文系
SAnc04YWvC		慶應義塾大学	商学部	文系
YGgU9Kied6		法政大学	法学部政治学科	文系
aVOH7VqFTM		南山大学	法学部法律学科	文系
HLWANmpJMU		慶應義塾大学	総合政策学部	文系
9SkaornpGv		専修大学	法学部法律学科	文系
WEDBeBrhCl		東京理科大学	理学部応用数学科	理系
9IBJDm1YNq		東京家政大学	服飾美術	理系
eu23P9BNPE	人材・教育,サービス,コンサルティング	同志社大学	政策学部政策学科	文系
VsEVNAVank		東北大学	薬学部薬学科	理系
ddvGC9uTfA		駒澤大学	グローバル・メディア・スタディーズ学部グローバル・メディア学科	文系
SARSGAtdpl		日本大学	経済学部	文系
2sxhELELPp		埼玉県立大学	保険医療福祉学部	理系
Ez6Zf5VQMA		日本大学	生産工学部建築工学科	理系
Cl97k8tlvT		獨協大学	外国語学部英語学科	文系
e4EbOdB8St		獨協大学	外国語学部英語学科	文系
RpVadv2MEy	コンサルティング,商社	一橋大学	経済学部	文系
aGCZgTw3Hz		東洋大学	経済学部国際経済学科	文系
tBQ7g8RoXG	商社,証券,IT,コンサルティング,広告,インフラ	甲南大学	経営学部	文系
oBfkiKvWOw	ホテル・レジャー,サービス,クレジットカード,鉄道・航空,化粧品・医薬,商社,旅行,銀行・信金,証券,保険	法政大学	文学部英文学科	文系
5FsOWzi2y4		東洋大学	ライフデザイン学部健康スポーツ学科	文系
IzIiVuKxYJ		慶応義塾大学	商学部	文系
bt0JZh0c5A		慶應義塾大学	法学部政治学科	文系
ny8ZwO8Hcl	IT,サービス,流通・小売	東京理科大学	工学部 情報工学科	理系
n9DjIbabEq	コンサルティング,保険	帝京大学	医療技術学部スポーツ医療学科	理系
fsIv4VkmVX		北九州市立大学	外国語学部中国学科	文系
5R3QCmUtbg		フェリス女学院大学	国際交流学部 国際交流学科	文系
JoPmJEaEIi	サービス	和歌山大学	システム工学部システム工学科	理系
PXlTj0BcY9		京都大学	教育学部	文系
6ljHn8rJWx		早稲田大学	教育学部教育学科	文系
H0yGEaVDQc	コンサルティング,ホテル・レジャー,不動産,旅行	青山学院大学	社会情報学部社会情報学科	文系
NGhHB8KlxP		早稲田大学	先進理工学部応用物理学科	理系
QlmSnLqqe1		聖心女子大学	文学部哲学科	文系
98BU5bypEZ	サービス,コンサルティング,食品・飲料,繊維,アパレル,化粧品・医薬,住宅・建設,化学・石油,電機・自動車,不動産,旅行,ホテル・レジャー,人材・教育,商社,流通・小売,広告,マスコミ,ソフトウェア,ゲーム,出版・印刷,IT,銀行・信金,保険,証券,クレジットカード,運輸・物流,鉄道・航空,インフラ,農林・水産,官公庁	東京経済大学	経済学部経済学科	文系
Smd2gd0MqW		明治学院大学	国際学部	文系
t5MNcZf97r		東京経済大学	経済学部経済学科	文系
FCPKHXBFQw	サービス,IT	国際武道大学	体育学部体育学科	その他
yKhY1X3COg		明治学院	心理学部教育発達学科	文系
NNsH799fIa		桜美林大学	ビジネスマネジメント学群	文系
gQH7EF86M5		駿河台大学	経済経営学部経済経営学科	文系
C94oBRFsTt		立命館大学	理工学部数理科学科	理系
sCZtijgdD4		立命館大学	文学部	文系
vAjdTHBWjS		中央大学	経済学部経済学科	文系
cDAr1II8H7		久留米大学	経済学科	文系
IdaOYLSr2J		東京経済大学	経済学部国際経済学科	文系
taEr6OFVpE		創価大学	文学部人間学科	文系
BxzbCKAQEH	広告,IT	近畿大学	経済学部	文系
neiriHB3rM	ゲーム,広告,出版・印刷	早稲田大学	人間科学部健康福祉科学科	文系
2XREsqE1qU	サービス,流通・小売,広告,人材・教育	上智大学	経済学部経済学科	文系
HQWxgwNdSJ	商社,食品・飲料,化学・石油,銀行・信金,証券,鉄道・航空,ソフトウェア,クレジットカード,IT,ゲーム,電機・自動車,コンサルティング,広告,保険,インフラ,運輸・物流,化粧品・医薬,不動産	私立フェリス女学院大学	国際交流学部 国際交流学科	文系
KCZIWeSxXr		青山学院大学	国際政治経済学部 国際経済学科	文系
KjQOPOlXst		日本大学	危機管理学部危機管理学科	文系
wZUoul1IKw		学習院	国際社会	文系
X39csP5zZb		大妻女子大学	英語英文	文系
W4gZCtOHfl	電機・自動車,不動産,鉄道・航空,コンサルティング,化学・石油,商社	東京大学	航空宇宙工学専攻	理系
Lj7M8qqGlU		大妻女子大学	文学部英語英文学科	文系
Xnn0Ij0Dhb		麗澤大学	外国語学部英語コミュニケーション専攻	文系
WV7EgRByG3		京都大学	工学部工業化学科	理系
XRZC2CWE8Q		早稲田大学	商学部	文系
uYsqGIFQGb		専修大学	商学部マーケティング学科	文系
P0mfBH4j6V		九州大学	教育学部	文系
uWkYfEYaYV		九州大学	教育学部	文系
IRxcqHRxuN		専修大学	商学部マーケティング学科	文系
6A0YyHK6DL		麗澤大学	外国語学部外国語学科	文系
qfGudpAZL1		公立諏訪東京理科大学	工学部電気電子工学科	理系
HL93mgZc81	マスコミ,広告,クレジットカード,不動産,出版・印刷,IT,コンサルティング,商社,電機・自動車,化学・石油,食品・飲料,繊維,アパレル,化粧品・医薬	法政大学	法学部政治学科	文系
yb9R6ogkUe		近畿大学	経済学部国際経済学科	文系
KfFItxDPpS		立教大学	法学部法学科	文系
FcUDQq6U8L	食品・飲料,繊維,アパレル,化粧品・医薬,電機・自動車,化学・石油,住宅・建設,不動産,旅行,ホテル・レジャー,流通・小売,商社,人材・教育,コンサルティング,広告,出版・印刷,IT,保険,銀行・信金,インフラ	テンプル大学	教養学部国際関係学科	文系
8XLoJ8LDNg		東京経済大学	経営学部 流通マーケティング学科	文系
j4lEbx71LL		流通経済大学	経済学部経営学科	文系
CDC4XlIgIr		千葉大学	教育学部	文系
7eS3DHgnow		高知工科大学	経済・マネジメント学群	文系
lUI7kyNsoQ		関西大学	商学部商学科	文系
0YQGM96sDk		高知県立大学	文化学部文化学科夜間主	文系
FFGjlGw5CY		東北大学大学院	工学研究科	理系
UfPuFxVjwr		青山学院大学	経済学部経済学科	文系
pkOt14yJUc		法政大学	経営学部	理系
B2E8wGf5I4		東京女子大学	人文学科歴史文化	文系
9BU1cKCheO		杉野服飾大学	服飾学部服飾学科	その他
V8kAJEHVCI		青山学院大	経営	文系
3ZCTsxT8oL		文化学園大学	現代文化学部 国際ファッション文化学科	文系
IOzku8rycR		明治大学	情報コミュニケーション学部情報コミュニケーション学科	文系
MAa72HEkIo		文化学園大学	服装学部ファッション社会学科	文系
12RGUWy1Ny		芝浦工業大学	工学部建築学科	理系
1Qw1Rn2Pg3		明治大学	商学部	文系
Cp9TBf9xtr		慶應義塾大学	環境情報学部	その他
D10KEO9xAz		早稲田大学	商学部	文系
fDmgQKNHKM		明治大学	商学部商学科	文系
i89JTCqkB6		近畿大学	経済学部経済学科	文系
XpaxcZpyd8		名古屋大学	経済学部経営学科	文系
QwSTKlqTPO	食品・飲料,ソフトウェア,IT,農林・水産,証券,商社	高知工科大学	経済・マネジメント学群	文系
DtpxQ9zEiv		早稲田大学	商学部	文系
1vH99W1GRJ		明治大学	商学部商学科	文系
vi2pMX53Li		新潟大学	経済学部経営学科	文系
9k4EWn1UbL	IT,ソフトウェア,鉄道・航空,商社	慶應義塾大学	昇格部	文系
I4xuiKIq16		神戸大学	国際人間科学部グローバル文化	文系
QarkBSjGWm		横浜国立大学	電子情報学科	理系
A24GNSDwpK		早稲田大学	スポーツ科学部スポーツ科学科	理系
rCwlo4n4AR		京都女子大学	家政学部食物栄養学科	理系
1hRd6w9weJ		慶應義塾大学	文学部人文社会学科人間科学専攻	文系
QLgRTGYBdc		早稲田大学	文化構想学部文化構想学科	文系
WV8YLLVYUG		神戸松蔭女子学院大学	人間科学部子ども発達学科	文系
6JkbJ9vv16		千葉大学大学院	融合理工学府 先進理化学専攻 化学コース	理系
GGviP5FIgH	インフラ,サービス,人材・教育,IT,化学・石油,食品・飲料,住宅・建設	大阪市立大学	法学部	文系
GatmIO692K		法政大学	経済学部経済学科	文系
jDCXqPXpSe		上智大学	国際教養学部	文系
N5B1TFe9sW		高知工科大学	経済・マネジメント学群	文系
RxNzbHxaIS	商社,旅行	関西学院大学	総合政策学部総合政策学科	文系
eca9REort9		立命館大学	経営学部経営学科	文系
W7SUqwRI3S		福井大学	工学部	理系
srzsYWASx6		国際教養大学	国際教養学部	文系
eykgpcH1EQ		慶應	経営管理研究科	文系
a5C5TXzWgs		日大	芸術	文系
1xpdo5ilFP	コンサルティング,広告,IT,流通・小売,商社,人材・教育,サービス,旅行,不動産,住宅・建設,証券	大阪it会計専門学校	会計学科	文系
FvVO85eqtP	化粧品・医薬,化学・石油,食品・飲料,コンサルティング,人材・教育,広告	山形大学	工学部システム創成工学科バイオ工学専攻	理系
i5yrQlTfgM		大阪大谷大学	薬学部	理系
sJfPE4QOwU		国際基督教大学	教養学部	その他
g1rpPErTZ4	官公庁,コンサルティング,人材・教育	松山大学	経営学部経営学科	文系
6D9SRqpDaj		帝京平成大学	現代ライフ学部 人間文化学科	文系
YPtbPaxARv		上智大学	経済学部経営学科	文系
ChxZnXvexR		日本大学	生物資源科学部食品生命学科	理系
xGTknBqRO2		駒澤大学	経済学部現代応用経済学科	文系
5HUpoVJNtO		城西大学	経営学部マネジメント総合学科	文系
yLeK03aB3R		淑徳大学	経営学部経営学科	文系
UBQXGhjYol		千葉大学	国際教養学部	その他
5hADflN4VG		慶應義塾大学	経済学部	その他
eaMZIMxb9u		産業能率大学	情報マネジメント学部現代マネジメント学科	文系
BmD8GSW1Bb		青山学院大学	法学部法律学科	文系
1LDiyGzwp3	サービス,商社,コンサルティング,広告,出版・印刷	大学	経済学部経済学科	文系
mWFXz7AhqQ		立教大学	経営学部経営学科	文系
mRAJR7iKbn	サービス,商社,食品・飲料,住宅・建設,旅行,ホテル・レジャー	東京経済大学	経営学部経営学科	文系
ZSnMZLyRT7		東京未来大学	こども心理学部こども心理学科	文系
o0TZqEeK3i		南山大学	外国語学部アジア学科	文系
o7cgviBjyv	商社,食品・飲料,コンサルティング,人材・教育	麗澤大学	外国語学部 英語コミュニケーション学科	文系
mCLH8NcZcY	食品・飲料,出版・印刷	十文字学園女子大学	人間生活学部文芸文化学科	文系
GXqcixd6zq		京都大学	総合人間学部	文系
suQVeUpWoh		同志社大学	法学部法律学科	文系
Oxh8tVlbG2		東京理科大学	理学部第二部物理学科	理系
xuua2ZxSme		University of Sussex	International Relations and development	文系
Zj8qjVG1E6		山形大学	人文社会科学部 人文社会科学科	文系
ogBlKjZeE4		fpt大学	エンジニア	理系
WGOfpdHwVW		清泉女子大学	文学部地球市民学科	文系
K3SoK1vCVg		清泉	ちみん	文系
jqm6aIaGH4		東京女子大学	現代教養学部国際英語学科	文系
Nr5UxOAeqd	化粧品・医薬,人材・教育,マスコミ	京都大学	医学部人間健康科学科	理系
jg327ZRWHU	IT,コンサルティング,人材・教育,ソフトウェア	法政大学	法学部法律学科	文系
h4fwQ1ej3C		同志社大学	スポーツ健康科学部	文系
5Pb0Z69mwB		青山学院大学	法学部法学科	文系
xgpGExCVHq		立命館大学	経営学部国際経営学科	文系
RlPC8cl5Pc		首都大学東京	システムデザイン学部インダストリアルアート学科	理系
1kEjKbKZWU		東京大学	教養学部	文系
4W0miBbiwQ	人材・教育,コンサルティング,広告,IT,商社,銀行・信金	山口大学	経済学部観光政策学科	文系
epv7zb5eVu		拓殖大学	商学部国際ビジネス学科	文系
sokT7GOcEV		拓殖大学	商学部国際ビジネス学科	文系
zCqtFlM67i	IT,コンサルティング,広告	玉川大学	観光学部観光学科	文系
Pm3qjeu7WV	IT,ソフトウェア,食品・飲料,ホテル・レジャー,サービス,コンサルティング,マスコミ,広告,インフラ	法政大学	社会学部メディア社会学科	文系
Lfnv1gFSs2	旅行,商社,マスコミ,官公庁	立命館大学	文学部人文学科	文系
